text,label
"In ten words or less to describe this film, Barbara Stanwyck is too appealing and it is great! The film is wonderful, except for the perhaps tacked-on ending, but I love happy endings anyway. Barbara Stanwyck, however, as the platinum-blonde gold-digger is amazing. She knows what she wants and goes after it! This film is sexy and excellent!",1
"This movie was absolutely wonderful. The pre-partition time and culture has been recreated beautifully. Urmila has given yet another brilliant performance. What I truly admire about this movie is that it doesn't resort to Pakistan-bashing that is running rampant in movies like Gadar and LOC. With the partition as a backdrop, the movie does not divert to political issues or focus on violence or what is right and wrong. The movie always centers around the tragic story of Urmila's life. Her fragile relationship with Manoj Bajpai has been depicted excellently. The movie actually shows how the people, both Hindus and Muslims, have suffered from this partition. The theme that there is only one religion is truly prevalent in this film.",1
"I saw this gem of a film at Cannes where it was part of the directors fortnight.<br /><br />Welcome to Collinwood is nothing short of superb. Great fun throughout, with all members of a strong cast acting their socks off. It's a sometimes laugh out loud comedy about a petty crook (Cosimo, played by Luis Guzman) who gets caught trying to steal a car and sent to prison. While in prison he meets a `lifer' who tells him of `the ultimate bellini'  which to you and me  is a sure-fire get rich quick scheme. It turns out that there is a way through from a deserted building into the towns jewellers shop  which could net millions. Sounds simple?  well throw in all kinds of wacky characters and incidents along the way and you have got the ingredients for a one wild ride!!  word passes from one low life loser to the next and soon a team of them are assembled to try and cash in on Cosimos `bellini' lead by failed boxer Pero (Superbly played by Sam Rockwell  surely a star in the making) and reluctant crook Riley (William H. Macy) who is forced to bring his baby along with him as his wife was locked up for fraud!!.<br /><br />Based on the Italian film I Soliti ignoti (Big Deal on Madonna street) which also inspired a similar film to `Collinwood'  `Palookaville'. This knocks spots of the latter effort and although its written and directed by the Russo brothers it definitely has shades of the Coen Brothers about it. Produced by Steven Soderbergh and George Clooney, who has a small yet hilarious part as a crippled safe breaker.",1
"Ah, the 1970's. A time when it was in to be a swinger. To be honest, today is also a good time to be a swinger but it just felt more daring then.<br /><br />Joe Sarno offers up a pretty good soft-core film. In fact, just like today, some of the actors are famous hardcore actors. Unlike today, these people were good actors and these films had a plot and character development.<br /><br />It's pretty much what you would expect out of a swinger's movie. Two couples with open relationships re-ignite the wanderlust out of the MILF of one of the women who has come for a visit. Not much more to it.<br /><br />Of course, when the MILF is Jennifer Welles then it is a different story. Not too many 40-somethings look as delicious undressed as Ms. Welles. It's worth the price alone to see Ms. Welles look at herself in the mirror as if she's Aphrodite. She's no ""Stifler's Mom"". She's way sexier.<br /><br />I also digged Chris Jordan's Anna. Jordan looks and sounds so much like Elaine Joyce that I thought she might be her ""separated at birth"" twin or even Elaine herself. Anna is always eating but must have incredible metabolism.<br /><br />Unlike 1990's soft-core porn, 70's softie porn retained the hardcore film's realism (something that 2000's soft-core has brought back on occasion, instead of the 90's music and canned orgasms) and it is here in full force. It's not real but it feels real.<br /><br />For those who enjoyed the Quebec produced ""Deux Femmes En Or"", you'll enjoy this one. Another classic film only on Drive-In Classics, the best $2.50 CAN a month you can spend.",1
"Kalifornia is disturbing. I believe there is no reason for this story to be told. It is neither entertaining nor does it have social value. Technically, the movie is very well make, the performances are top rate and first class. The story develops in an intriguing way that holds interest. But at the end this movie sickens and is abhorrent to decency. I recommend Kalifornia to no one.",0
"I was really stunned how much a film, that's over 60 years old could impress me. It is nearly two hours long, there are absolutely no stars in it, there are subtitles but nevertheless it is interesting and exciting to watch. What impressed me mostly was the realism of the film. You could nearly feel the coldness of the ice, because you could see that the storms are real. This is a relief in a CGI-world like ourdays. I wondered how much work this must have been for van Dyke. I read somewhere that it took 17 months to film it. Now who wants to talk about 'Titanic' anymore? It's a great film with a great message and I would recommend it to future directors to see how great and realistic movies can be if they are only directed with realism instead of visual effects.",1
"A call-girl witnesses a murder and becomes the killer's next target. Director Brian De Palma is really on a pretentious roll here: his camera swoops around corners in a museum (after lingering a long time over a painting of an ape), divvies up into split screen for arty purposes, practically gives away his plot with a sequence (again in split screen) where two characters are both watching a TV program about transsexuals, and stages his (first) finale during a thunderous rainstorm. ""Dressed To Kill"" is exhausting, primarily because it asks us to swallow so much and gives back nothing substantial. Much of the acting (with the exception of young Keith Gordon) is mediocre and the (second) finale is a rip-off of De Palma's own ""Carrie""--not to mention ""Psycho"". The explanation of the dirty deeds plays like a spoof of Hitchcock, not an homage. Stylish in a steely cold way, the end results are distinctly half-baked. ** from ****",0
"A delightful little thriller opens with Trevor Howard in his Jag convertible and ends on a dockside in Liverpool. It's all thrills and spills as the ex-spy has to restart his career just as he's getting some serious R & R cataloguing butterflies (how British is that?).<br /><br />Trevor Howard and Jean Simmons frolic from London to Newcastle-upon-Tyne to Liverpool (via Ullswater) - he's just been thrown out of MI5 or something, and she, you guessed it, is on the run, wrongly accused of murder. There's seedy docks, rolling Lake District hills, sheep, country pubs, coppers getting lost, waterfalls, a bunch of amateur cyclists, rooftop chases, and lots of Chinamen (don't ask), and it's all very Hitchcocky and Hannayesque...<br /><br />..and a smashing example of British Noir...",1
"This movie is SOOOO funny!!! The acting is WONDERFUL, the Ramones are sexy, the jokes are subtle, and the plot is just what every high schooler dreams of doing to his/her school. I absolutely loved the soundtrack as well as the carefully placed cynicism. If you like monty python, You will love this film. This movie is a tad bit ""grease""esk (without all the annoying songs). The songs that are sung are likable; you might even find yourself singing these songs once the movie is through. This musical ranks number two in musicals to me (second next to the blues brothers). But please, do not think of it as a musical per say; seeing as how the songs are so likable, it is hard to tell a carefully choreographed scene is taking place. I think of this movie as more of a comedy with undertones of romance. You will be reminded of what it was like to be a rebellious teenager; needless to say, you will be reminiscing of your old high school days after seeing this film. Highly recommended for both the family (since it is a very youthful but also for adults since there are many jokes that are funnier with age and experience.",1
"This movie is of almost generation-defining importance to some of us born in the early post-war years in that (and especially if you were born between 1946 and 1953 and loved spending Saturday afternoons at your neighborhood movie house) you almost certainly saw it. And the memory of seeing it has probably stayed with you. It's style is the stuff of a brief and somehow gloriously exciting moment in our growing up days. <br /><br />It had a modern, space-age storyboard for the audiences of it's time. The set was any town with a supermarket and a movie theater that would be packed for a Friday midnight show. It has hot rods and rebellious youth, but in the 'why can't they let us have fun' way rather than the disturbed, histrionic rebel-without-a-cause way. All characters were identifiable to us - teens, parents, the old man, the doctor, the nurse, the mechanic, the boy, the puppy, even the cops - were sympathetic to us. We could relate to them all<br /><br />It had a singularly horrifying monster. It's first victim is heard moaning 'it hurts.....it hurts' and we were convinced and frightened. The menace grows continually throughout the story. There are intense periods of suspense, colourful effects, a fabulous lead in McQueen, and moments of humour, both intended and not. It even had an almost over-the-top sad part to make the more sensitive of us feel like crying.<br /><br />I saw it in summer, age 9 or so, double billed with 'I Married A Monster From Outer Space', and was so thrilled by the experience of this particular double feature that I went back a couple more times before it left. Everyone I knew saw it. Everyone I knew loved it.",1
"All right, here's the deal: if you're easily offended then you might want to stay far, far away from this one. There are some painfully funny moments in the movie, but I probably blushed about as much as I laughed. Actually, I probably blushed MORE than I laughed. And if I wasn't literally blushing on the outside, then I was blushing on the inside. If there is absolutely nothing in this movie that embarrasses you then you simply have no shame. Whether that's a badge of honor or not is in the eye of the beholder I suppose.<br /><br />I will not deny that I laughed quite a bit, but this is a movie that I simply cannot give a blanket recommendation due to its subject matter. If I were to say, ""This movie is hilarious, go check it out!"" and some sweet, little old church-going lady heads to the theater and has a heart-attack during one of the graphically explicit sex situations, well, that's just something I don't need on my conscience.<br /><br />So how raunchy is it? Hmm, try about 100 times worse than The Wedding Crashers. Honestly. My mom would've walked out during the first scene. I feel it's my duty to at least warn you of what to expect.<br /><br />There is some cleverly intelligent comedy here, but that's what I come to expect from the man (Judd Apatow) who had a hand in both Freaks and Geeks and Undeclared. I'm all for making fun of Michael McDonald; the only man whose hair and beard are white enough to give Kenny Rogers a run for his money. Paul Rudd proclaiming, ""If I hear Ya Mo Be There one more time I'll Ya Mo burn this place down,"" is hilarious, but it's one of those things that the majority of the audience won't appreciate.<br /><br />And when we see a quick 3-second flashback of Steve Carrell singing along to Cameo's Word Up, I laughed for a good two minutes after the joke was over, whereas most everybody chuckled and then forgot about it.<br /><br />Strangely enough, despite the raunch, there's an admirable moral to the story. The movie doesn't portray Carrell as some freaky loser just because he's a virgin. He's really portrayed as a likable, admirable character. Sure, he's a little weird. After all, he has a framed Asia poster, ""more videogames than an Asian kid,"" and a toy collection that features the Million Dollar Man's BOSS, but we're never led to believe that there's actually anything wrong with the fact that he's a virgin. As odd as it may seem, there's a bit of an ""it's OK to wait"" message.<br /><br />But man, oh man, please be warned that this pushes its R rating about as far as it can go. That was certainly Apatow's intention. According to him, he just let some of the guys (particularly Rogen and Malco) improv and talk the way they normally talk, all in an effort to find lots of new ways to be dirty. If you can handle that or talk that way yourself, then you'll love the movie.<br /><br />I'm not a big fan of excessive profanity and sex jokes. I find that subtle, clever humor is much more entertaining than about 200 uses of the f-word or fratboy sex discussions. But that's me. Like I said, there are some absolutely hysterical moments here, but you have to ask yourself if they're worth sitting through one of the most vulgar movies you're likely to ever see at the theater. I just don't know how interested most women will be in what's discussed by men while playing poker. Honestly ladies, you might not want to know. If you've ever been curious why some girls think guys are gross, well, this gives you a good idea.<br /><br />There you go - my humble, honest take on what to expect. Be that your guide. It definitely should not be seen with your Sunday School class, mama, grandmama, any family members of the opposite sex, children of any age, or anybody who is easily offended by excessive profanity or explicit sex discussion. If you'd see it with any of the above then you apparently do not have any concept of what it means to be uncomfortable.",1
"I was the Production Accountant on this movie, and I also got to do some voice-over work on it, so I'm not entirely unbiased, but if it were awful, I would say so. I thought it was a fun film, not a critically acclaimed masterpiece, by any means, but there were plenty of laughs along the way. The Bible states that laughter does good like a medicine, so watching this movie could be good for your health.<br /><br />So many of the actors in this picture hadn't yet reached their peak at the time we made this film. Susan Sarandon, of course, is one who has since gone on to much greater fame. Melanie Mayron was seen on TV on a weekly basis as a photographer in the ""Thirty-Something"" TV drama series. Robert Englund later became known as Freddie Krueger, still haunting people's dreams. One of my personal favorite actors on this show was Dub Taylor, who played the sheriff. He was an excellent comedic actor, and a truly nice, sincere person. We all had fun working on this show, and I think that fun comes through.",1
"I think it unfortunate that the leading comments on this movie include the words ""Clueless and appalling nonsense."" I think it is a very funny movie and excellent entertainment. One has to suspend one's disbelief that a homosexual man and a lesbian woman could fall in love, have a child and live together happily ever after. But it is always wonderful to see it played out in a movie and have one's heart warmed. Is it so impossible? There are far more implausible events described in other movies. The acting is good, the script is funny. The only negative comment is that the story could well have ended when the family drives away from its initial house instead of extending on to explore whether the man retains any residual homosexuality.",1
"We had to go to an appointment, so we turned on the DVR to record the ending. After it was over, I looked at my husband and said, ""Do you have a clue?"". He shook his head no. I said, ""So you made me watch the end of this movie and I have no clue what just happened"". He didn't ""make"" me, but you know.<br /><br />The movie body itself was quite good. There was a lot of suspense. It kept you wondering. Then came the ending. The ending was... well it just ENDED. You weren't let in on what happened or why. Right up until the credits I kept thinking something would happen to explain it, but it never did. So I came here expecting someone figured it out and I just wasn't paying attention. Nope. Here four years later, I'm just as clueless as tom sawyer was.<br /><br />I still have no clue what went on. I'm just glad I didn't waste any $$ to buy it because I sure would have been mad.<br /><br />OHHHHH! I get it! The end of the movie is what disappeared! ROFL",0
"The memory of the ""The Last Hunt"" has stuck with me since I saw it in 1956 when I was 13. It is a movie that was far ahead of others at the time in that it addressed the treatment of the natives, the environment, and the ever present contrast between the short and long term effects of greed. It is as relevant today as in 1956, a cinemagraphic discussion of utmost depth and relevance. To top it off the setting is beautiful and the cinematography excellent. The memory of this movie will be with me to the end of my days.",1
I can agree with other comments that there wasn't an enormous amount of history discussed in the movie but it wasn't a documentary! It was meant to entertain and I think it did a very good job at it.<br /><br />I agree with the black family. The scenes with them seemed out of place. Like all of a sudden it would be thrown in but I did catch on to the story and the connection between the families later on and found it pretty good.<br /><br />Despite it wasn't a re-enactment of the 60s it did bring into the light very big and important landmark periods of the decade. I found it very entertaining and worth my while to watch.,1
"If you want to make a movie like this, have the threat be real. Don't surround your patsy with a bunch of Bonzos. There is no credibility here. The plot is dull and unbelievable. The acting is even worse. I thought that I was watching Arthur Lake (Dagwood) who is one of the worst actors in history, when I saw the main character. Oh well, at some point he has to face the music and get fighting mad. I don't care. Do you? There are all these long scenes set in this austere office (the furniture made out of cardboard or masonite). People talk and smoke and don't do anything. Most of the action happens in a five minute sequence. After that, it's over. Don't bother.",0
"Writing something genuine and true is challenging. Knowing how to shoot it and putting it together without making it trivial is even better. Ishai Setton's movie is one of those where you can recognize Life in all its simplicity and beauty. I have been touched by ""The big bad Swim"" and from now on, I will promote it as far as I can. It is just a shame that I can't have something to show to my friends (you know, such as a DVD???), because talking is good...but giving something to see is better. Everyone can't go to festivals to discover pearls like that and this movie's really worth to be put out there! A big THANK YOU to the staff of this master piece, and I am waiting for it to be distributed.",1
"I picked up this movie in the hope it would be similar to the hilarious ""The Gamers"" by Dead Gentlemen Productions (which is highly recommendable, by the way). Boy, what a disappointment! The movie is shot in this fake documentary style made famous by the office but it fails to deliver. The reason is partly the stiff acting but mostly the writing and directing. True, it can be funny to use every singe cliché there is about role playing games, but here it is done in such a way that it becomes extremely predictable. Already at the beginning of each scene you know what the ""joke"" will be about. But maybe the biggest problem is that everything is depicted way over the top. There is no subtlety in this movie, if there would be captions ""LAUGH NOW"" or a cheap 80s-style fake-laughter track it would not make much difference. With some scenes you can't help to think ""Yea, I get why they thought this would be funny"" but the way it is executed takes all momentum out of the possible joke.",0
"""Look, I know this may suck right now, but pain is temporary, film is forever. Whatever you do right now is burned into celluloid for all time and for thousands of years to come.""  Robert De Niro<br /><br />This was initially a film for Steven Spielberg, the director hiring several screenwriters to adjust the screenplay so that it more suited his themes. And so we have a dysfunctional family that is threatened by a deranged monster in the form of a recently released from prison Robert De Niro. Like ""Jurassic Park"", ""Poltergeist"" and ""War of the Worlds"", the dysfunctional family bands together to defeat the beast, the beast being the creation of the father, a lawyer who failed to defend De Niro during his trial. <br /><br />In typical Spielberg fashion, the father kills the monster that undermines the family and is then promptly absolved of his sins. Like Oscar Schindler, Robin Williams, Sam Niel, Tom Cruise and virtually every ""daddy"" figure in Spielberg land, the father reclaims his paternal duty in the kind of bittersweet coda that Spielberg so enjoys.<br /><br />But Spielberg eventually abandoned the picture and the project was instead turned over to Martin Scorsese, who at the time was seeking to try his hand at more commercial fare. The result is arguably the worst film in Scorsese's filmography, and, ironically, his most illuminating.<br /><br />An artist's failures or misfires are often very revealing, exposing the inner workings of their art. When the story doesn't work, the characters don't connect or the images don't sear, we find ourselves left with a kind of inner core. This  the remaining carcass- is what the director's cinema is about.<br /><br />Now ""Cape Fear"" is an impersonal film, so we won't find any thematic connections to the rest of Scorsese's filmography (""You already sacrificed me!"" De Niro yells, but the films themes of Catholic redemption are cookie cutter). What the film does, though, is expose the kind of language that his filmography hinges on. Watch how Scorsese's camera desperately whips back and forth, how he zooms frantically onto doorknobs and windows in an attempt to force tension and how his characters are all loud and screaming for attention. But more importantly, watch how the film makes no spatial sense. A showdown on a boat at the end of the film takes place on an obvious sound-stage, a street parade is claustrophobic and takes place within no larger context and the family's house doesn't seem to exist anywhere in particular. There is simply no geographical sense to anything in the picture, Scorsese unable to film space or create any kind of spatial environment. <br /><br />The reason for this is that Scorsese's camera always has to be bound, or intimately tethered, to his central character. For the world around the character to make sense, his camera has to be focused on the character. Resnais can take you around a French Hotel, Welles and Hitchcock can dance you down a street and up a building, Cameron can give you a tour of the Titanic, Scott can recreate an entire future cityscape, Lucas can give you an alien desert planet, and most other directors can create a sense of space by textbook ""close up-mid shot-wide shot"" combinations, but Scorsese can't do this. There's no poetry, no sense of tangible space in his films. He's all about the character. You break that tether, you leave that boxing ring, that taxi cab, you look away from De Niro, and everything collapses. He simply cannot break away from this very documentarian style of shooting, which, in a way, is a prerequisite for action film-making.<br /><br />Scorsese tried to rectify this problem with ""Gangs of New York"", where the space and the sets become the central character, but even this self consciously spatial experiment gets sabotaged by the magnetism of Daniel Day Lewis, the actor drawing Scorsese's camera inexorably toward him like a moth to a bulb.<br /><br />5/10  Even as a generic B-movie, this is an ugly, vulgar looking film. Look at the matte paintings, the inept attempts at tension, the silly rotorscoped special effects and hokey fistfight showdown. Still, we have Robert De Niro to pick up the slack. De Niro, who gives his body over to Scorsese like a tattooed Christ, gives the film its only great scene. In an improvised romantic sequence with young a Juliette Lewis, he sticks his thumb into her mouth and kisses her. A kind of symbolic rape, the girl runs away, both aroused and repelled by this man's interest.<br /><br />But De Niro's performance, so deliciously over the top, simply can't be imitated by Scorsese. You'd need the operatic tone and the baroque visuals of someone like De Palma to make this work. But Scorsese? Nope.<br /><br />Worth one viewing.",0
"This film was positively the worst film I have ever watched. I couldn't sit through the whole thing. I also think writer must have some weird fetish for women peeing puking and crapping... I mean what was that all about! I cant believe this was even made and am disgusted at have #ingwasted a £4 rental fee. The quality both picture and sound are terrible, the acting... well doesn't exist . It was a poor excuse for a film and the scenes of pee, crap and puke were reminiscent of 2 girls 1 cup. Urghh....... AVOID AT ALL COST! The girls looked like they had been picked off the street and only got the part cos they'd be willing to take their tops off... While these girls have nice bodies it certainly didn't make up for the fact their shrieking was awful unconvincing and a pain to my ears.<br /><br />This was like (possibly worse) than an ammateur school production without any proper direction and hey there is no need for a set as it all seems to revolve around a car?! <br /><br />Definatey not one to buy folks. Sorry if my first comment is terribly negative but I could not find anything positive to say and I would like to think I may save someone else wasting their money like I have.",0
"I love this movie, but the music at all the alumni gatherings is just stupid.<br /><br />The fateful game took place in 1972. That means that the protagonists graduated in 1972. But almost all of the music played at the dances etc. is from the 1950s and very early 1960s.<br /><br />Having just attended my 30th high school reunion, I can assure you that the last music to be played at a reunion or dance of former high school people is their parents' music.<br /><br />I understand the difficulty of finding relevant 1970s music -- we all know what a desolate time it was musically. But it wasn't completely bereft, and the producers of the film should have taken more care. I found those dance scenes very jarring to my otherwise willing suspension of disbelief in the rest of the film.<br /><br />This was a bad director and/or producer decision.",1
"Samuel Fuller's Pickup on South Street is anomalous: A ""Red Scare"" movie devoid of hysteria, in which the Communist threat is nothing more than the McGuffin that ignites the plot. Pickpocket Richard Widmark relieves loose woman Jean Peters of her wallet containing a strip of microfilm; unbeknownst to either of them, it harbors secrets vital to the Cold War. Peters, as it happens, was under surveillance by FBI agents who are as nonplussed by the theft as the man who's running her, cowardly comsymp Richard Kiley. In trying to retrieve the precious film, both sides enlist the help of Thelma Ritter, a streetwise old jane who's always on the earie and willing to sell what she hears.<br /><br />Fuller draws from an opulent palette of tempos and tonalities in telling the story, which becomes a race against the clock of escalating brutality. From the subways to the waterfront, his midsummer Manhattan takes on a sweaty sheen that's almost pungent. The love scenes between Peters and Widmark become an unstable mixture of the tumultuous and the tender, and they're scored to ""Again,"" a song introduced by Ida Lupino in Road House, also starring Widmark. The pace slackens for Ritter's beautifully written and played death scene -- among the most poignant vignettes in all noir, and a kind of mirage-oasis in a film parched of sentimentality. This is writer/director Fuller's only work in the strictest confines of the noir cycle; his later explorations of American pathology (The Crimson Kimono, The Naked Kiss, Underworld U.S.A.) never resulted in a synthesis as satisfying as Pickup on South Street.",1
"In all my 60 years of age, I have learned that when we watch a movie there is an identification (whether we want it or not) implicit with an specific character.<br /><br />Sometimes because the character executes certain gesture, sometimes because the character speaks determinate word, or sentence  that we use or that we would like to use  in determinate situation.<br /><br />The movie in question, should be seen by this point of view. Who now find a parking space  in a mall,downtown, or in the street - taken by a car whose driver can't remember to think that he is not the only driver in the world?<br /><br />Who hasn't the urge to ""rubber out"" the ill mannered spat?<br /><br />Haven said that I ask: - Did you identify with DELLA (played by Kim Bassinger)? If your answer is: YES!, then try not to find absurd details  comparatively with life's reality  in the movie, because you'll certainly find the movie ridiculous.<br /><br />Abstractions made, you will see that the movie has moments of surprise, such as: 1- In the sequence in which Della grabs the box of tools in the trunk (does that box contains a gun, and does she haves the guts to use it?); 2- In the sequence in which Terry dies whilst falling; 3- In the sequence in which Della gets attracted by Chuckie's ""mermaid's call"".<br /><br />If you have already seen the movie, or if are planning seeing, keep in mind that there are ""realistic"" movies, ""fiction"" movies, ""political"" movies, and movies in which you can ""wash your soul"" To exemplify the last one, we can quote: ""Tropa de Elite"".<br /><br />According to newspaper's , there was unanimous applause when BOPE officials take certain attitudes. (As I have seen the movie in DVD, I could not ascertain the audience's reaction)<br /><br />As for the direction part (Susan Monford), interpretations (Kim Bassinger, Lukas Haas, Craig Scheffer, etc. Edition (William M. Anderson  'Dead Poets Society', 'Green Card'  exceptional edition, 'Robocop 2', etc. It is well situated in context. In a scale of 1(Awful) to 10(Master Piece), I rate ""When She Was Out"" a 7(Regular).",1
"I saw Brother's Shadow at the Tribeca Film Festival and loved it! Judd Hirsch and Scott Cohen are great as father and son. The film follows Scott Cohen from parole in Alaska back to his family in Brooklyn. He shows up there because his brother has died, and he embarks on a journey to slowly repair his estranged relationships with his brother's wife and child and his father who has never forgiven him for being the black sheep of the family. The story takes us deep into the hearts and minds of this family and allows you to more deeply understand the complexity of their lives. Also, the imagery of the woodworking business and the Brooklyn backdrop sets the tone for this rich and revealing family portrait.",1
