text,label
"Like the characters in this show, I too was a teen during the 70s. The producers really nailed the whole zeitgeist, of being a suburban teenager in the 70s. The 70s fashions, cars, home furnishings, foods, and fads, are all very authentic in this show.<br /><br />The show boasts a very talented ensemble cast, who all mesh together very well on camera. I really like the unique, psychedelic-style film sequences. No other show does camera tricks like this. These cutting-edge film sequences, really help to convey the campy hipness, that characterized the 70s era.<br /><br />Overall this is a very funny sitcom. The one thing that bothers me about this show, is it's over-reliance on cruel humor, to generate laughs. In this way, I think that this show tries to be too much like Married With Children. While Married with Children is a great sitcom in its own right, it's tacky that the creators of That 70s show, keep trying to imitate it. <br /><br />I do recommend That 70s Show, mainly due to it's nostalgia factor. It could be an even better show though, if the writers relied more on witty dialog, rather than bawdy, tasteless jokes and pranks.",1
"The Good Earth follows the life a slave girl and a poor farmer in China. The movie is based on the novel by Pearl S. Buck. The story is great, but I hated that they decided to cast Anglos in the lead roles. Walter Connolly is laughable as the farmer's father. He has such a heavy American accent, as do most of the lead actors, that I could not bear listening to him speak.<br /><br />It is a shame that Hollywood could not get past their racist beliefs to cast Asians in the lead roles. To take Anglos and make them look like Chinese is akin to Anglos putting shoe polish on their faces to play African-Americans.",0
"I saw this piece of garbage on AMC last night, and wonder how it could be considered in any way an American Movie Classic. It was awful in every way. How badly did Jack Lemmon, James Stewart and the rest of the cast need cash that they would even consider doing this movie?",0
"I remember that the trailer for Legend of Zu was quite impressive and being a fan of A Man Called Hero (my all time favourite), Storm Riders I decided that I must watch this one too. I know that there is way to much critcism on Ekin Cheng's acting ability everywhere but he is my favourite Hong Kong moviestar so far (way better than Nicolas Tse nevertheless)and he is one of the factors that I enjoyed this movie. Without a doubt this film is a work of art from the beginning to the end. I even thought that only the actors were real and everything else was computer generated by the end of this film. They must have put a lot of work into this one and they deserve good credit for that. The storyline of the movie was a fairytale between good and evil with a love story thrown in (I guess Ekin Cheng pulls the girls easily).The story is not very intellectual and deep but that is not what you expect when watcing an action movie. I wished there were more martial arts action with fists and fist instead of battles with magical abilities, but well that's life and it never goes the way you want it to. And why did they sound like supersonic planes in the battle through the sky in the end ? That's way too funny. Legend of Zu cannot be A Man Called Hero in my eyes but it flows like a videogame and that is not a bad thing at all. If a company decides to publish games on this movie I will not get suprised as it carries all the videogames elements. Good work. Please make more fantasy movies like this",1
"This is the most cliche ridden and worst romantic comedy I have ever seen. Every scene is cringe worthy and the two lead actors - Corey and Danny are soo annoying. Corey is very dumb and naive and should have never listened to Danny's false promises.<br /><br />Neve Campbell and the killer from Urban Legend are the only redeeming qualities in this poor attempt of a film. Danny (Dean Paras) looks in his late thirties and the girl he's trying to bed - Corey looks as if she's still in college.<br /><br />Here in Australia, this film is called Too Smooth; there is nothing smooth about this film at all. 1/10 Avoid",0
"*** Spoilers*<br /><br />My dad had taped this movie for me when I was 3. By age 5, I had watched it over 400 times. I just watched it and watched it. And I still do today! It has a grim storyline, a lamb's mother is killed by a wolf--a very emotional scene--and wants to become a wolf, like him. After years of training, the lamb is made into a really REALLY evil looking thing. He and the wolf travel to his old barn, but he cannot kill the lambs, no matter how much he wishes to. He ends up killing the wolf, but is no longer seen as a lamb by his former friends, and can't return to his previous way of life.<br /><br />The art is beautiful, the songs are..well, okay, and the voice acting is better than some things today.<br /><br />All in all, you just *have* to see this movie, it is a great masterpiece. Although, it's very hard to find today.<br /><br />",1
"You know what you are getting when you purchase a Hallmark card. A sappy, trite verse and that will be $3.99, thank you very much. You get the same with a Hallmark movie. Here we get a ninety year old Ernie Borgnine coming out of retirement to let us know that as a matter of fact, he is not dead like we thought. Poor Ernie, he is the poor soul that married Ethel Merman several years ago and the marriage lasted a few weeks. In this flick, Ernie jumps in feet first and portrays the Grandpa that bonds with his long lost grandkid. We have seen it before. You might enjoy this movie but please don't say that you were not warned.",0
"WWE's last PPV of 2006, proved to be a hit with the fans, but for one reason only, the ladder match which was only scheduled to be Paul London and Brian Kendrick against William Regal and Dave Taylor. But with the recent crap PPV being December to Dismember, WWE knew that it had to do something to get the fans talking again, this proved useful when it introduced MNM and The Hardy Boyz to the mix and announced that the match was going to be a ladder match.<br /><br />The match was brutal and one of the best ladder matches I have ever seen, but Joey Mercury's face was a total mess. Johnny Nitro didn't even check on his partner, they just carried on like nothing happened, and Taylor and Regal did nothing during the match except hit people with a few ladder shots. In the end London and Kendrick retained the titles.<br /><br />Elsewhere on the show Kane defeated MVP in a decent inferno match when he set MVP's stupid costume on fire. Chris Benoit downed Chavo Guerrero in a decent match, Gregory Helms defeated Jimmy Wang Yang to retain the WWE Cruiserweight Title in a solid effort.<br /><br />But the main event was a total mess, King Booker teamed with Finlay to take on John Cena and Batista. The action was shoddy and no one cared who Batista picked for his partner.<br /><br />Overall Results: Kane defeated MVP in an inferno match.<br /><br />Paul London and Brian Kendrick retained the WWE Tag team titles against The Hardy Boyz, MNM and David Taylor and William Regal in a ladder match.<br /><br />Chris Benoit defeated Chavo Guerrero to retain the US title in a decent match.<br /><br />Gregory Helms defeated Jimmy Wang Yang to retain the Cruiserweight Championship.<br /><br />The Boogeyman beat The Miz in a terrible match.<br /><br />The Undertaker defeated Mr Kennedy in a last ride match.<br /><br />John Cena and Batista defeated King Booker and Finlay in an abysmal match.<br /><br />Overall Grade - B",1
This is a great movie but there could be more about Soylent Green. There should be more scenes of what they do to people. How people act in 2022. I think it would be neat to see if all this does happen in the year 2022 and beyond. Even if you still know what the secret is it is a great movie. So go rent or buy this movie right NOW!!,1
"(This is a review of the later English release by Disney, featuring Alison Lohman, Patrick Stewart, and co.) <br /><br />I really wanted this film to be good. Really, really. I'm a huge fan of Princess Mononoke and Spirited Away, and after seeing all the glowing reviews on this earlier Miyazaki film, I was eager to see it. But I was shocked, shocked I say, at the quality of this film. Those later films boast well-crafted plots, 3-dimensional characters, and the best film music since...well...ever. This film just doesn't come close.<br /><br />Might as well start w/ the positive aspects, though. Like all Miyazaki films, this one is still very imaginative, with a bizarre fantasy/sci-fi setting, in a post-apocalyptic world where insects are the dominant species. Nausicaa can also boast some far superior animation to other films from its time. (though not as beautiful and fluid as Miyazaki's later films) And the English voice acting is quite well done.<br /><br />But this film...just...isn't...good... The characters are all cardboard - from saccharine sweet little Nausicaa, to the ruthlessly evil Tolmekians, to everyone in between. Once you've seen each of them for 30 seconds, you've seen all there is. And the fact that the plot just ambles along doesn't help.<br /><br />Then there's the music... Now, Hisaichi is hands down my favorite film composer, but Nausicaa doesn't do him justice. Half the music is 80's keyboards on overdrive, and it usually enters and leaves so abruptly that it distracts the visuals rather than helping them. I highly suspect that Hisaichi was told to compose a lot of the music before he even saw the picture.<br /><br />But wait! There's a great message with this film, right?! Let's all save the environment! Too bad that this film hits you over the head with it like a sledgehammer. There is a scene in which Nausicaa hugs a tree. No, really. I ain't kidding.<br /><br />It makes me a little sad to talk about how lame this film is. But for some reason all the other reviews on IMDb seem to adore it. And when the characters have to talk to themselves in extended sentences to tell you what's going on, that's lame.<br /><br />If you're the kind of person who worships anime, enjoys 80's music, and plants a tree every Arbor day, you will probably like this film. Otherwise, save your money for his later films, because they rock big time.",0
"Made after QUARTET was, TRIO continued the quality of the earlier film versions of the short stories by Maugham. Here the three stories are THE VERGER, MR. KNOW-IT-ALL, and SANITORIUM. The first two are comic (THE VERGER is like a prolonged joke, but one with a good pay-off), and the last more serious (as health issues are involved). Again the author introduces the film and the stories.<br /><br />James Hayter, soon to have his signature role as Samuel Pickwick, is the hero in THE VERGER. He holds this small custodial-type job in a church, but the new Vicar (Michael Hordern) is an intellectual snob. When he hears Hayter has no schooling he fires him. Hayter has saved some money, so he tells his wife (Kathleen Harrison) he fancies buying a small news and tobacco shop. He has a good eye, and his store thrives. Soon he has a whole chain of stores. When his grandchild is christened by Hordern, the latter is amazed to see how prosperous his ex-Verger. The payoff is when bank manager Felix Aylmer meets with Hayter about diversifying his investments. I'll leave it to you to hear the unintentional but ironic coda of the meeting.<br /><br />According to Maugham he met a man like Max Kelada (Nigel Patrick) on a cruise. In MR. KNOW-IT-ALL Kelada is a splashy, friendly, and slightly overbearing type from the Middle East who is on a business trip (regarding jewelry) by steamship. His state-room mate is Mr. Grey (the ever quiet and proper Wilfred Hyde-White) who is somewhat, silently disapproving of Max. Max likes to enliven things, and soon is heavily involved in the ship's entertainment. At this point the story actually resembles part of the plot of the non-Maugham story and film CHINA SEAS (1935), as Max makes a bet that he can tell a real piece of jewelry from a fake (after insisting that a piece of jewelry he spotted is real). I won't describe the way Max rises to the occasion.<br /><br />SANITORIUM is the longest segment. Roland Culver plays ""Ashenden"" (the fictional alter-ego of Maugham - a writer and one time spy as in Hitchcock's THE SECRET AGENT). Here he has to use a sanitorium for a couple of months for his health. He finds a remarkable crew of people, including Jean Simmons as a frail but beautiful young woman, Finlay Currie as an irascible Scotsman, John Laurie as a second irascible Scotsman who is ""at war"" with Currie, Raymond Huntley as a quiet patient who only shows his internal anger at his situation when his wife shows up, and Michael Rennie as a young man who has a serious life threatening illness. Culver watches as three stories among these characters play out to their conclusions. The last, dealing with Simmons and Rennie, is ironic but deeply moving.<br /><br />It was a dandy follow-up to the earlier QUARTET, and well worth watching.",1
"Oh dear!What a disappointment. I've been watching old Westerns on British TV for decades, and I wasn't aware of this one until its showing yesterday - most other Scott Westerns come around every few years or so and are usually worth watching again.<br /><br />The rich colour and outdoor sets were good, but that's all I can say about this film. I have to agree with most of the other negative comments already made. Several times I felt like turning it off, and finally I did, halfway through, something I hardly ever do.<br /><br />Scott seemed unusually oily in charming the girls, his two sidekicks were annoying and so was the Mexican bandit lad. And I've a feeling the army uniforms were 20 years or so too modern, not that this has bothered makers of many other Westerns.<br /><br />Perhaps it got better in the second half, but I couldn't be bothered to wait and see.",0
"Gena Rowlands plays an actress who loses her grip on reality when she witnesses the death of a fan of hers. She becomes increasingly deluded from reality, and as a result her emotional turmoil intrudes with her work as an actress. In the sense that she breaks all the rules of acting and improvises everything, yet still manages to engage her audience makes the film interesting (if a bit self-important) as a parallel of Cassavettes' own struggles as a filmmaker. There's so many ideas thrown around, and as result it becomes a bit muddled (I'm still pondering the relation between the dead fan and Rowlands, among many other things), but the way they're presented in their rawest form makes it a consistently interesting and thought-provoking film. Would be great on a double bill with Mulholland Drive.<br /><br />",1
"<br /><br />Ok, well I rented this movie while I was bed ridden hopped up on pain killers, and let me say, It didn't help the film any.<br /><br />The film is about a man who buys a car as he is going through a midlife crisis, he loves the car more than anything around him, one day his wife decides to borrow the car. Since I don't want to spoil (not that there was anything to spoil) I shall let your imagination figure out the ""Zany"" (and I use that word lightly) antics that follow.<br /><br />I had to fight to stay awake through this snore a minute sleeper of a film, and I would like to say that if you are venturing to the movie store and are thinking about being adventurous, please don't, it's a waste of the film it was printed on.<br /><br />Then again I could be wrong...",0
"The summary pretty much sums it all up. This is nowhere near as good as the original. With a script co-written by both Stallone and James Cameron (at the same time he was also writing Aliens). Most of the action was written by Cameron and the political aspects were written by Stallone.<br /><br />Sly was in the best condition physically as he was making this and Rocky 4 and he does look in great shape or jacked up to the eyeballs on steroids, depending on your own viewpoint or opinion.<br /><br />Rambo starts off in prison and is visited by Colonel Trautman who asks him to go on a special mission that could earn him a Presidential pardon. He eventually agrees and goes off to the briefing camp run by Charles Napier playing a Washington suit trying to pass himself off as former ex-forces to placate Rambo.<br /><br />The mission is to find out if there are any missing POWs still alive in camps in Vietnam. Rambo was chosen as the camp he was checking was somewhere he had previously been a prisoner himself. He is told it's not a rescue mission and he is there to take recon photos only.<br /><br />After a bad attempt at parachuting from a plane he loses most of his kit, meets his contact (who turns out to be a cute woman) and travels down river with pirates to the camp.<br /><br />He finds there are still prisoners and rescues one. As the 3 flee from half the Vietnamese Army on their river boat they are betrayed by the pirates but Rambo kills them all and they are forced to carry on to the pick-up point on foot after their boat is rammed and blown up with Rambo almost on board.<br /><br />Rambo is betrayed again and abandoned as Napier orders the recall of the rescue helicopter. It is clear as Trautman returns to base to berate him that no survivors were expected to be found.<br /><br />Steven Berkoff turns up as a Russian Spetznatz Colonel and Rambo is tortured and eventually escapes only to be pursued by more Vietnamese troops and Spetznatz. Killing many of them, Rambo finally steals a chopper and rescues most of the prisoners to return to his base.<br /><br />He resists the urge to kill Napier for abandoning him but destroys the Ops Centre.<br /><br />A weak plot and very weak ending as Rambo walks off into the sunset as a free man.",0
"/The first episode I saw of Lost made me think, i thought what is this some people who crashed and get chased by a giant monster. But it's not like that, it's far more than that,because their is no monster at all and every episode that you see of Lost , well it's getting better every time. a deserted island with an underground bunker and especially the connection between the people who crossed paths with each other before they crashed. That's the real secret.<br /><br />This series rules and I can't wait to know what's really going on there I hope that they don't air the last 2 episodes in the theaters,this series deserves a 9 out of 10",1
"If you like horror movies with lots of blood and gore, tons of jump-scare moments and unrelenting, escalating scenes of excruciating death, then look elsewhere. If you like quiet, moody, thoughtful horror which casts blood aside in favor of a genuine feeling of dread, then Wendigo is for you.<br /><br />Thoughtful, stressed out George, his psychoanalyst wife Kim and their young son Miles are heading out to the snowy countryside for a long weekend vacation away from the city. On the way up, George hits a stag with his car. The hunters who had been pursuing the deer are not thrilled when they find that George has ended their chase. In particular, deranged hunter Otis takes it personally. He follows the family to their vacation home, making sure they see him. He spies on George and Kim as they have sex. He fires through their windows with his rifle when they aren't home, letting them discover the ominous holes in their windows and walls when they return. When Kim takes Miles to the drugstore in town, Miles is attracted to a small sculpture in a display case, carved to resemble a man with the head of a stag. A Native American man tells Miles that this is the Wendigo, a spirit of the woods who has a taste for flesh and is always hungry. Miles takes the figure home with him, already haunted by the death of the deer the day before. That afternoon, when he and his father go sledding, George is shot and Miles pursued through the woods by a creature barely glimpsed...or is he just in shock, and imagining the whole thing? Hours later, George is rushed to the hospital and Miles, still clutching his statue, either faints, dreams or goes on a vision quest, in which the Wendigo returns. This time the angry, flesh eating god - part tree, part stag and part man - is hunting for Otis, who has finally gone over the edge.<br /><br />Wendigo is a beautifully made film, almost totally silent but for the wind howling through the snow covered trees. Okay, so the monster itself is kind of fakey-looking, but it's a small flaw, more than made up for by the genuine feeling of tension and dread that creeps through every frame of the film, and the eerie backdrop of the silent, snowy countryside. The performances are great, particularly by Jake Weber as the moody and thoughtful George and Patricia Clarkson as his sweet but no-nonsense wife. They are a happy couple with their share of common problems, and it is the strength of their relationship and their love for each other that makes this film powerful. Watching this film is often like watching someone's home videos, so realistic are the performances. <br /><br />This movie is not for everyone. A lot of people may find themselves totally bored, waiting for the hideous Lovecraftian Beast and bloody revenge that never come. We can never really be sure if the Wendigo even exists, seen as it is through the eyes of a sensitive child and also, later, through the eyes of a madman. This is more a psychological drama than a horror film, but it has more than enough creepy elements in it to satisfy fans of subtle horror.",1
"Annie's wig does not look good. she is not cute and pretty enough to play Annie. Annie sticks out in the movie, as her outfits look like Halloween costumes. terrible acting and terrible plots. This movie is such a change from the 1982 version. I think that a younger and smaller girl should have had the lead role. Ashley Johnson portrays a very boyish Annie. Not appealing at all. At least the casting director got it right with Daddy Warbucks. Ms. Hannigan was also miscast. Camilla Belle played Molly alright. ""Warning"" this movie might insult your IQ so you might just want to only show it to very young children. 8 and younger. Some of the plots are too fictional and could hardly take place in the real world.",0
"It's here. finally a movie comes out that I can honestly say is worse than Larry the cable guy: health inspector. Yet I'm willing to bet the the wayan's brothers(hilarious) will make more money than I ever make in my whole life on what is sure to be one of the top five worst films of all time, outside of my fifth grade outside the class re-enactment of romeo and Juliet. I mean really WHY would anyone ever ever see this movie unless they were paid to. The comedy is weak and all even remotely funny jokes from the flimsy plot were surely revealed in commercials. Final word is this movie was a terrible letdown for me. And the commercials looked so promising...",0
"<br /><br />Entrails of a Virgin is so bizarre and incomprehensible that it allows the viewer to interpret it subjectively, applying whatever meaning he wishes to its inexplicable excesses of sex and violence. If this was an intentional characteristic of the film, it would be a work of postmodern brilliance-but of course it isn't. <br /><br />Without getting too much into plot summary, let's take a quick walking tour of the events. At a secluded cabin, an orgy is in progress, which includes topless wrestling and diaper p***ing. A vanload of latecomers joins the orgy in progress, but they have unwittingly been followed by a monster I like to call ""the muddy ninja."" This monster precedes to slay orgy participants one by one, except the proverbial virgin (if you don't count oral sex) who receives his seed and consequently becomes so passionate with desire that she masturbates with someone's severed hand. <br /><br />Finally she has her guts pulled out, and then there's a scene which seems to imply that she's pregnant with a baby muddy ninja. Got all that? If you're going to rent this movie, it's best if you don't speak Japanese and don't have any subtitles. In a season populated by boring Hollywood flicks, putting this in your VCR might be the cinematic equivalent of shock therapy. It will certainly be something different.",0
"Gender Bender the Limerick:<br /><br />A man or a woman? Who knows?<br /><br />It turns out that 'it' is both.<br /><br />Sleeping in clay<br /><br />Then they all went away<br /><br />In one of their UFOs.<br /><br />Gender Bender is another great Season 1 episode. I enjoy this one because the story is the kind where you are never really sure what's gonna happen next. It is entirely original. The teaser is very fun with the close up of the eye and the reflection of the disco lights. I really need to learn my that thumb trick the genderbender heshe does. I really like the atmosphere at the Kindred's little village and Mulder and Scully sneaking around in the middle of the night. Its very exciting. This is one of my favorite Season 1 episodes in fact. I think the thing I like about it so much is how they turn out to be aliens in the end and left crop circles. Many people see this as a non-mythology related alien episode kind of like ""The Unnatural"" or ""Space"" but I think this could easily be seen as mythology related. Maybe the genderbender was just like the alien bounty hunter and could appear to look like anyone. Huh? Anyway I give the episode a 9 out of 10.",1
"I don't want to go off on a rant here, but.....this is the worst ""film"" I've ever seen. Worse than The Avengers. Incompetent directing, disjointed writing, and awful acting are the only consistent elements throughout. Shot on very cheap video, it looks like a high school project, but without the emotion. The lighting frequently looks like a single Sun-Gun. The sound is slightly better than a single mic on the camera, but everything else about this thing is just awful. The plot heads off in strange directions with no foundation or later resolution, the techie elements are patently absurd, and the editing looks worse than a rough cut. It's not even bad enough to be funny. It's just bad. BTW, the packaging is intentionally misleading.<br /><br />Lion's Gate owes me $4.00.",0
"I couldn't not recommend a Christmas movie more than this worthless piece of drivel (trust me, double negatives are required here -- it's that bad). This film was in trouble from the opening credits when it was revealed that the screenwriter was the same person as the songwriter. The musical numbers are all far too long and none of them any good (""Thank You Very Much"" has a decent melody, but the lyrics are stupid beyond words). I would gladly bear the chains worn by Scrooge in the film's bizarre hell sequence than sit through this insult to movie musicals again.<br /><br />The only entertaining part of this movie (completely unintentional by the way) involves Alec Guinness as Jacob Marley. Dressed in a silly powder white costume, Guinness foppishly prances through his scenes in what was either an attempt to make it appear as though he was floating like a ghost, or to show his utter disdain with having to be in this dreadful movie. Albert Finney, meanwhile, blends the best of Alistar Sim and Charles Laughton to create his hopelessly loathsome character of Quasimodo/Scrooge. Finney's Scrooge is so hideous a person, it's impossible to believe his transformation.<br /><br />Steer clear of this abomination of filmmaking at all costs.",0
